
---------- Begin Simulation Statistics ----------
simSeconds                                   0.063931                       # Number of seconds simulated (Second)
simTicks                                  63931191000                       # Number of ticks simulated (Tick)
finalTick                                 63931191000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4023.07                       # Real time elapsed on the host (Second)
hostTickRate                                 15891154                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1633520                       # Number of bytes of host memory used (Byte)
simInsts                                    348309988                       # Number of instructions simulated (Count)
simOps                                      518878492                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    86578                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     128976                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       107632327                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      163009391                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     885                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     155826742                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   739                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            44364797                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         29629645                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          106564256                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.462280                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.260649                       # Number of insts issued each cycle (Count)
system.ruby.L1Cache_Controller.IS.L1_Replacement |     1051777     25.05%     25.05% |           1      0.00%     25.05% |           1      0.00%     25.05% |           0      0.00%     25.05% |     1086790     25.89%     50.94% |           2      0.00%     50.94% |           1      0.00%     50.94% |           0      0.00%     50.94% |     1047244     24.95%     75.89% |           2      0.00%     75.89% |           1      0.00%     75.89% |           0      0.00%     75.89% |     1012375     24.11%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.IS.L1_Replacement::total      4198194                       (Unspecified)
system.ruby.L1Cache_Controller.IS.Data_Exclusive |     2534739     25.11%     25.11% |       13073      0.13%     25.24% |        2160      0.02%     25.27% |        1748      0.02%     25.28% |     2574409     25.51%     50.79% |       13103      0.13%     50.92% |        2206      0.02%     50.94% |        1730      0.02%     50.96% |     2506168     24.83%     75.79% |       13436      0.13%     75.92% |        2151      0.02%     75.95% |        1722      0.02%     75.96% |     2408611     23.86%     99.83% |       13515      0.13%     99.96% |        2163      0.02%     99.98% |        1763      0.02%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.IS.Data_Exclusive::total     10092697                       (Unspecified)
system.ruby.L1Cache_Controller.IS.Data_all_Acks |       18697     20.55%     20.55% |        2983      3.28%     23.82% |        1743      1.92%     25.74% |        1529      1.68%     27.42% |       18303     20.11%     47.53% |        2850      3.13%     50.66% |        1750      1.92%     52.59% |        1531      1.68%     54.27% |       14791     16.25%     70.52% |        2716      2.98%     73.50% |        1706      1.87%     75.38% |        1486      1.63%     77.01% |       14930     16.41%     93.42% |        2749      3.02%     96.44% |        1726      1.90%     98.34% |        1515      1.66%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.IS.Data_all_Acks::total        91005                       (Unspecified)
system.ruby.L1Cache_Controller.IM.L1_Replacement |      174171     29.55%     29.55% |           0      0.00%     29.55% |           0      0.00%     29.55% |           0      0.00%     29.55% |      148391     25.17%     54.72% |           0      0.00%     54.72% |           1      0.00%     54.72% |           0      0.00%     54.72% |      130101     22.07%     76.79% |           0      0.00%     76.79% |           0      0.00%     76.79% |           0      0.00%     76.79% |      136782     23.21%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.IM.L1_Replacement::total       589446                       (Unspecified)
system.ruby.L1Cache_Controller.IM.Data_all_Acks |     1127893     25.02%     25.02% |        3064      0.07%     25.09% |         720      0.02%     25.11% |         609      0.01%     25.12% |     1124426     24.95%     50.07% |        3123      0.07%     50.14% |         731      0.02%     50.16% |         610      0.01%     50.17% |     1119994     24.85%     75.02% |        3107      0.07%     75.09% |         720      0.02%     75.10% |         597      0.01%     75.12% |     1117197     24.79%     99.90% |        3023      0.07%     99.97% |         721      0.02%     99.99% |         607      0.01%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.IM.Data_all_Acks::total      4507142                       (Unspecified)
system.ruby.L1Cache_Controller.SM.Ack_all |           3      8.82%      8.82% |           2      5.88%     14.71% |           3      8.82%     23.53% |           1      2.94%     26.47% |           2      5.88%     32.35% |           2      5.88%     38.24% |           3      8.82%     47.06% |           2      5.88%     52.94% |           3      8.82%     61.76% |           1      2.94%     64.71% |           3      8.82%     73.53% |           1      2.94%     76.47% |           2      5.88%     82.35% |           2      5.88%     88.24% |           3      8.82%     97.06% |           1      2.94%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.SM.Ack_all::total           34                       (Unspecified)
system.ruby.L1Cache_Controller.IS_I.Data_all_Acks |           4     57.14%     57.14% |           0      0.00%     57.14% |           0      0.00%     57.14% |           0      0.00%     57.14% |           2     28.57%     85.71% |           0      0.00%     85.71% |           0      0.00%     85.71% |           0      0.00%     85.71% |           1     14.29%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.IS_I.Data_all_Acks::total            7                       (Unspecified)
system.ruby.L1Cache_Controller.M_I.Load  |      275729     23.32%     23.32% |           4      0.00%     23.32% |           0      0.00%     23.32% |           0      0.00%     23.32% |      311685     26.36%     49.68% |           5      0.00%     49.68% |           0      0.00%     49.68% |           1      0.00%     49.68% |      310652     26.27%     75.95% |          23      0.00%     75.95% |           0      0.00%     75.95% |           0      0.00%     75.95% |      284316     24.05%    100.00% |           2      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M_I.Load::total      1182417                       (Unspecified)
system.ruby.L1Cache_Controller.M_I.Ifetch |           8      6.90%      6.90% |           8      6.90%     13.79% |           8      6.90%     20.69% |           6      5.17%     25.86% |           7      6.03%     31.90% |          10      8.62%     40.52% |           8      6.90%     47.41% |           6      5.17%     52.59% |           9      7.76%     60.34% |           7      6.03%     66.38% |           4      3.45%     69.83% |           6      5.17%     75.00% |           8      6.90%     81.90% |           8      6.90%     88.79% |           8      6.90%     95.69% |           5      4.31%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M_I.Ifetch::total          116                       (Unspecified)
system.ruby.L1Cache_Controller.M_I.Store |       66408     25.35%     25.35% |           0      0.00%     25.35% |           0      0.00%     25.35% |           0      0.00%     25.35% |       67445     25.75%     51.10% |           1      0.00%     51.11% |           0      0.00%     51.11% |           0      0.00%     51.11% |       65384     24.96%     76.07% |           1      0.00%     76.07% |           0      0.00%     76.07% |           0      0.00%     76.07% |       62678     23.93%    100.00% |           1      0.00%    100.00% |           0      0.00%    100.00% |           1      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M_I.Store::total       261919                       (Unspecified)
system.ruby.L1Cache_Controller.M_I.Inv   |         741     22.70%     22.70% |          58      1.78%     24.48% |           8      0.25%     24.72% |           8      0.25%     24.97% |         742     22.73%     47.70% |          72      2.21%     49.91% |           4      0.12%     50.03% |           3      0.09%     50.12% |         694     21.26%     71.38% |          95      2.91%     74.30% |           5      0.15%     74.45% |           8      0.25%     74.69% |         711     21.78%     96.48% |         102      3.12%     99.60% |           8      0.25%     99.85% |           5      0.15%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M_I.Inv::total         3264                       (Unspecified)
system.ruby.L1Cache_Controller.M_I.WB_Ack |     3633682     25.19%     25.19% |        8842      0.06%     25.25% |         392      0.00%     25.25% |         240      0.00%     25.25% |     3667062     25.42%     50.67% |        9017      0.06%     50.73% |         534      0.00%     50.74% |         225      0.00%     50.74% |     3593055     24.91%     75.65% |        9215      0.06%     75.71% |         377      0.00%     75.71% |         325      0.00%     75.71% |     3493698     24.22%     99.93% |        9272      0.06%    100.00% |         337      0.00%    100.00% |         187      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M_I.WB_Ack::total     14426460                       (Unspecified)
system.ruby.L1Cache_Controller.SINK_WB_ACK.Load |           4     33.33%     33.33% |           0      0.00%     33.33% |           0      0.00%     33.33% |           0      0.00%     33.33% |           5     41.67%     75.00% |           0      0.00%     75.00% |           0      0.00%     75.00% |           0      0.00%     75.00% |           0      0.00%     75.00% |           0      0.00%     75.00% |           0      0.00%     75.00% |           0      0.00%     75.00% |           3     25.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.SINK_WB_ACK.Load::total           12                       (Unspecified)
system.ruby.L1Cache_Controller.SINK_WB_ACK.Store |           1     11.11%     11.11% |           0      0.00%     11.11% |           0      0.00%     11.11% |           0      0.00%     11.11% |           5     55.56%     66.67% |           0      0.00%     66.67% |           0      0.00%     66.67% |           0      0.00%     66.67% |           0      0.00%     66.67% |           0      0.00%     66.67% |           0      0.00%     66.67% |           0      0.00%     66.67% |           3     33.33%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.SINK_WB_ACK.Store::total            9                       (Unspecified)
system.ruby.L1Cache_Controller.SINK_WB_ACK.WB_Ack |         741     22.70%     22.70% |          58      1.78%     24.48% |           8      0.25%     24.72% |           8      0.25%     24.97% |         742     22.73%     47.70% |          72      2.21%     49.91% |           4      0.12%     50.03% |           3      0.09%     50.12% |         694     21.26%     71.38% |          95      2.91%     74.30% |           5      0.15%     74.45% |           8      0.25%     74.69% |         711     21.78%     96.48% |         102      3.12%     99.60% |           8      0.25%     99.85% |           5      0.15%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.SINK_WB_ACK.WB_Ack::total         3264                       (Unspecified)
system.ruby.L2Cache_Controller.L1_GET_INSTR        93783      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.L1_GETS       10108334      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.L1_GETX        4514852      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.L1_UPGRADE           34      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.L1_PUTX       14445546      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.L1_PUTX_old       203404      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.L2_Replacement       762757      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.L2_Replacement_clean      1040573      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.Mem_Data       1811491      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.Mem_Ack        1803300      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.WB_Data          90125      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.WB_Data_clean          310      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.Ack_all         171108      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.Exclusive_Unblock     14599873      0.00%      0.00% (Unspecified)
system.ruby.L2Cache_Controller.NP.L1_GET_INSTR        90303      0.00%      0.00% (Unspecified)
